city,state,state_full,county,county_fips
West Windsor,NJ,New Jersey,Mercer,34131
Westfield,NJ,New Jersey,Union,34139
Westville,NJ,New Jersey,Gloucester,34015
Westwood,NJ,New Jersey,Bergen,34003
Wharton,NJ,New Jersey,Morris,34127
Whippany,NJ,New Jersey,Morris,34127
Whitehouse,NJ,New Jersey,Hunterdon,34019
Whitehouse Station,NJ,New Jersey,Hunterdon,34019
Whitesboro,NJ,New Jersey,Cape May,34009
Wickatunk,NJ,New Jersey,Monmouth,34025
Wildwood,NJ,New Jersey,Cape May,34009
Williamstown,NJ,New Jersey,Gloucester,34015
Willingboro,NJ,New Jersey,Burlington,34005
Windsor,NJ,New Jersey,Mercer,34131
Winslow,NJ,New Jersey,Camden,34039
Wood Ridge,NJ,New Jersey,Bergen,34003
Woodbine,NJ,New Jersey,Cape May,34009
Woodbridge,NJ,New Jersey,Middlesex,34007
Woodbury,NJ,New Jersey,Gloucester,34015
Woodbury Heights,NJ,New Jersey,Gloucester,34015
Woodcliff Lake,NJ,New Jersey,Bergen,34003
Woodstown,NJ,New Jersey,Salem,34033
Wrightstown,NJ,New Jersey,Burlington,34005
Wyckoff,NJ,New Jersey,Bergen,34003
Zarephath,NJ,New Jersey,Somerset,34025
Abiquiu,NM,New Mexico,Rio Arriba,35039
Alamogordo,NM,New Mexico,Otero,35089
Albuquerque,NM,New Mexico,Bernalillo,35001
Alcalde,NM,New Mexico,Rio Arriba,35039
Algodones,NM,New Mexico,Sandoval,35043
Alto,NM,New Mexico,Lincoln,35079
Amalia,NM,New Mexico,Taos,35055
Amistad,NM,New Mexico,Union,35139
Angel Fire,NM,New Mexico,Colfax,35037
Animas,NM,New Mexico,Hidalgo,35023
Anthony,NM,New Mexico,Dona Ana,35013
Anton Chico,NM,New Mexico,Guadalupe,35019
Aragon,NM,New Mexico,Catron,35003
Arenas Valley,NM,New Mexico,Grant,35053
Arrey,NM,New Mexico,Sierra,35091
Arroyo Hondo,NM,New Mexico,Taos,35055
Arroyo Seco,NM,New Mexico,Taos,35055
Artesia,NM,New Mexico,Eddy,35015
Aztec,NM,New Mexico,San Juan,35111
Bard,NM,New Mexico,Quay,35037
Bayard,NM,New Mexico,Grant,35053
Belen,NM,New Mexico,Valencia,35061
Bent,NM,New Mexico,Otero,35089
Berino,NM,New Mexico,Dona Ana,35013
Bernalillo,NM,New Mexico,Sandoval,35043
Blanco,NM,New Mexico,San Juan,35111
Bloomfield,NM,New Mexico,San Juan,35111
Bluewater,NM,New Mexico,Cibola,35006
Bosque,NM,New Mexico,Valencia,35061
Bosque Farms,NM,New Mexico,Valencia,35061
Brimhall,NM,New Mexico,Mckinley,35031
Broadview,NM,New Mexico,Curry,35009
Buckhorn,NM,New Mexico,Grant,35053
Buena Vista,NM,New Mexico,Mora,35033
Caballo,NM,New Mexico,Sierra,35091
Canjilon,NM,New Mexico,Rio Arriba,35039
Cannon AFB,NM,New Mexico,Curry,35009
Canones,NM,New Mexico,Rio Arriba,35039
Capitan,NM,New Mexico,Lincoln,35079
Caprock,NM,New Mexico,Lea,35025
Capulin,NM,New Mexico,Union,35139
Carlsbad,NM,New Mexico,Eddy,35015
Carrizozo,NM,New Mexico,Lincoln,35079
Carson,NM,New Mexico,Taos,35055
Casa Blanca,NM,New Mexico,Cibola,35006
Causey,NM,New Mexico,Roosevelt,35085
Cebolla,NM,New Mexico,Rio Arriba,35039
Cedar Crest,NM,New Mexico,Bernalillo,35001
Cedarvale,NM,New Mexico,Torrance,35057
Cerrillos,NM,New Mexico,Santa Fe,35049
Cerro,NM,New Mexico,Taos,35055
Chacon,NM,New Mexico,Mora,35033
Chama,NM,New Mexico,Rio Arriba,35039
Chamberino,NM,New Mexico,Dona Ana,35013
Chamisal,NM,New Mexico,Taos,35055
Chaparral,NM,New Mexico,Dona Ana,35013
Chimayo,NM,New Mexico,Rio Arriba,35039
Church Rock,NM,New Mexico,Mckinley,35031
Cimarron,NM,New Mexico,Colfax,35037
Claunch,NM,New Mexico,Socorro,35053
Clayton,NM,New Mexico,Union,35139
Cleveland,NM,New Mexico,Mora,35033
Cliff,NM,New Mexico,Grant,35053
Clines Corners,NM,New Mexico,Torrance,35057
Cloudcroft,NM,New Mexico,Otero,35089
Clovis,NM,New Mexico,Curry,35009
Cochiti Lake,NM,New Mexico,Sandoval,35043
Cochiti Pueblo,NM,New Mexico,Sandoval,35043
Columbus,NM,New Mexico,Luna,35029
Conchas Dam,NM,New Mexico,San Miguel,35113
Continental Divide,NM,New Mexico,Mckinley,35031
Cordova,NM,New Mexico,Rio Arriba,35039
Corona,NM,New Mexico,Lincoln,35079
Corrales,NM,New Mexico,Sandoval,35043
Costilla,NM,New Mexico,Taos,35055
Counselor,NM,New Mexico,Sandoval,35043
Coyote,NM,New Mexico,Rio Arriba,35039
Crossroads,NM,New Mexico,Lea,35025
Crownpoint,NM,New Mexico,Mckinley,35031
Cuba,NM,New Mexico,Sandoval,35043
Cubero,NM,New Mexico,Cibola,35006
Cuervo,NM,New Mexico,Guadalupe,35019
Datil,NM,New Mexico,Catron,35003
Deming,NM,New Mexico,Luna,35029
Derry,NM,New Mexico,Sierra,35091
Des Moines,NM,New Mexico,Union,35139
Dexter,NM,New Mexico,Chaves,35005
Dixon,NM,New Mexico,Rio Arriba,35039
Dona Ana,NM,New Mexico,Dona Ana,35013
Dora,NM,New Mexico,Roosevelt,35085
Dulce,NM,New Mexico,Rio Arriba,35039
Eagle Nest,NM,New Mexico,Colfax,35037
Edgewood,NM,New Mexico,Santa Fe,35049
El Prado,NM,New Mexico,Taos,35055
El Rito,NM,New Mexico,Rio Arriba,35039
Elephant Butte,NM,New Mexico,Sierra,35091
Elida,NM,New Mexico,Roosevelt,35085
Embudo,NM,New Mexico,Rio Arriba,35039
Encino,NM,New Mexico,Torrance,35057
Espanola,NM,New Mexico,Rio Arriba,35039
Estancia,NM,New Mexico,Torrance,35057
Eunice,NM,New Mexico,Lea,35025
Fairacres,NM,New Mexico,Dona Ana,35013
Farmington,NM,New Mexico,San Juan,35111
Faywood,NM,New Mexico,Grant,35053
Fence Lake,NM,New Mexico,Cibola,35006
Flora Vista,NM,New Mexico,San Juan,35111
Floyd,NM,New Mexico,Roosevelt,35085
Folsom,NM,New Mexico,Union,35139
Fort Bayard,NM,New Mexico,Grant,35053
Fort Stanton,NM,New Mexico,Lincoln,35079
Fort Sumner,NM,New Mexico,De Baca,35011
Fort Wingate,NM,New Mexico,Mckinley,35031
Fruitland,NM,New Mexico,San Juan,35111
Gallina,NM,New Mexico,Rio Arriba,35039
Gallup,NM,New Mexico,Mckinley,35031
Gamerco,NM,New Mexico,Mckinley,35031
Garfield,NM,New Mexico,Dona Ana,35013
Garita,NM,New Mexico,San Miguel,35113
Gila,NM,New Mexico,Grant,35053
Gladstone,NM,New Mexico,Union,35139
Glencoe,NM,New Mexico,Lincoln,35079
Glenwood,NM,New Mexico,Catron,35003
Glorieta,NM,New Mexico,Santa Fe,35049
Grady,NM,New Mexico,Curry,35009
Grants,NM,New Mexico,Cibola,35006
Grenville,NM,New Mexico,Union,35139
Guadalupita,NM,New Mexico,Mora,35033
Hachita,NM,New Mexico,Grant,35053
Hagerman,NM,New Mexico,Chaves,35005
Hanover,NM,New Mexico,Grant,35053
Hatch,NM,New Mexico,Dona Ana,35013
Hernandez,NM,New Mexico,Rio Arriba,35039
High Rolls Mountain Park,NM,New Mexico,Otero,35089
Hillsboro,NM,New Mexico,Sierra,35091
Hobbs,NM,New Mexico,Lea,35025
Holloman Air Force Base,NM,New Mexico,Otero,35089
Holman,NM,New Mexico,Mora,35033
Hondo,NM,New Mexico,Lincoln,35079
Hope,NM,New Mexico,Eddy,35015
House,NM,New Mexico,Quay,35037
Hurley,NM,New Mexico,Grant,35053
Ilfeld,NM,New Mexico,San Miguel,35113
Isleta,NM,New Mexico,Bernalillo,35001
Jal,NM,New Mexico,Lea,35025
Jamestown,NM,New Mexico,Mckinley,35031
Jarales,NM,New Mexico,Valencia,35061
Jemez Pueblo,NM,New Mexico,Sandoval,35043
Jemez Springs,NM,New Mexico,Sandoval,35043
Kenna,NM,New Mexico,Roosevelt,35085
Kirtland,NM,New Mexico,San Juan,35111
Kirtland AFB,NM,New Mexico,Bernalillo,35001
La Jara,NM,New Mexico,Sandoval,35043
La Joya,NM,New Mexico,Socorro,35053
La Loma,NM,New Mexico,Guadalupe,35019
La Luz,NM,New Mexico,Otero,35089
La Madera,NM,New Mexico,Rio Arriba,35039
La Mesa,NM,New Mexico,Dona Ana,35013
La Plata,NM,New Mexico,San Juan,35111
Laguna,NM,New Mexico,Cibola,35006
Lake Arthur,NM,New Mexico,Chaves,35005
Lakewood,NM,New Mexico,Eddy,35015
Lamy,NM,New Mexico,Santa Fe,35049
Las Cruces,NM,New Mexico,Dona Ana,35013
Las Vegas,NM,New Mexico,San Miguel,35113
Lemitar,NM,New Mexico,Socorro,35053
Lincoln,NM,New Mexico,Lincoln,35079
Lindrith,NM,New Mexico,Rio Arriba,35039
Lingo,NM,New Mexico,Roosevelt,35085
Llano,NM,New Mexico,Taos,35055
Loco Hills,NM,New Mexico,Eddy,35015
Logan,NM,New Mexico,Quay,35037
Lordsburg,NM,New Mexico,Hidalgo,35023
Los Alamos,NM,New Mexico,Los Alamos,35028
Los Lunas,NM,New Mexico,Valencia,35061
Los Ojos,NM,New Mexico,Rio Arriba,35039
Loving,NM,New Mexico,Eddy,35015
Lovington,NM,New Mexico,Lea,35025
Luna,NM,New Mexico,Catron,35003
Magdalena,NM,New Mexico,Socorro,35053
Malaga,NM,New Mexico,Eddy,35015
Maljamar,NM,New Mexico,Lea,35025
Maxwell,NM,New Mexico,Colfax,35037
Mayhill,NM,New Mexico,Otero,35089
Mcalister,NM,New Mexico,Quay,35037
Mcdonald,NM,New Mexico,Lea,35025
Mcintosh,NM,New Mexico,Torrance,35057
Medanales,NM,New Mexico,Rio Arriba,35039
Melrose,NM,New Mexico,Curry,35009
Mentmore,NM,New Mexico,Mckinley,35031
Mescalero,NM,New Mexico,Otero,35089
Mesilla,NM,New Mexico,Dona Ana,35013
Mesilla Park,NM,New Mexico,Dona Ana,35013
Mesquite,NM,New Mexico,Dona Ana,35013
Mexican Springs,NM,New Mexico,Mckinley,35031
Miami,NM,New Mexico,Colfax,35037
Milan,NM,New Mexico,Cibola,35006
Mills,NM,New Mexico,Harding,35021
Milnesand,NM,New Mexico,Roosevelt,35085
Mimbres,NM,New Mexico,Grant,35053
Montezuma,NM,New Mexico,San Miguel,35113
Monticello,NM,New Mexico,Sierra,35091
Monument,NM,New Mexico,Lea,35025
Mora,NM,New Mexico,Mora,35033
Moriarty,NM,New Mexico,Torrance,35057
Mosquero,NM,New Mexico,Harding,35021
Mountainair,NM,New Mexico,Torrance,35057
Mule Creek,NM,New Mexico,Grant,35053
Nageezi,NM,New Mexico,San Juan,35111
Nara Visa,NM,New Mexico,Quay,35037
Navajo,NM,New Mexico,Mckinley,35031
Navajo Dam,NM,New Mexico,San Juan,35111
New Laguna,NM,New Mexico,Cibola,35006
Newcomb,NM,New Mexico,San Juan,35111
Newkirk,NM,New Mexico,Guadalupe,35019
Nogal,NM,New Mexico,Lincoln,35079
Ocate,NM,New Mexico,Mora,35033
Ohkay Owingeh,NM,New Mexico,Rio Arriba,35039
Ojo Caliente,NM,New Mexico,Taos,35055
Ojo Feliz,NM,New Mexico,Mora,35033
Organ,NM,New Mexico,Dona Ana,35013
Orogrande,NM,New Mexico,Otero,35089
Paguate,NM,New Mexico,Cibola,35006
Pecos,NM,New Mexico,San Miguel,35113
Pena Blanca,NM,New Mexico,Sandoval,35043
Penasco,NM,New Mexico,Taos,35055
Pep,NM,New Mexico,Roosevelt,35085
Peralta,NM,New Mexico,Valencia,35061
Petaca,NM,New Mexico,Rio Arriba,35039
Picacho,NM,New Mexico,Lincoln,35079
Pie Town,NM,New Mexico,Catron,35003
Pinehill,NM,New Mexico,Cibola,35006
Pinon,NM,New Mexico,Otero,35089
Pinos Altos,NM,New Mexico,Grant,35053
Placitas,NM,New Mexico,Sandoval,35043
Playas,NM,New Mexico,Hidalgo,35023
Polvadera,NM,New Mexico,Socorro,35053
Ponderosa,NM,New Mexico,Sandoval,35043
Portales,NM,New Mexico,Roosevelt,35085
Prewitt,NM,New Mexico,Mckinley,35031
Pueblo Of Acoma,NM,New Mexico,Valencia,35061
Quay,NM,New Mexico,Quay,35037
Quemado,NM,New Mexico,Catron,35003
Questa,NM,New Mexico,Taos,35055
Radium Springs,NM,New Mexico,Dona Ana,35013
Rainsville,NM,New Mexico,Mora,35033
Ramah,NM,New Mexico,Mckinley,35031
Ranchos De Taos,NM,New Mexico,Taos,35055
Raton,NM,New Mexico,Colfax,35037
Red River,NM,New Mexico,Taos,35055
Redrock,NM,New Mexico,Grant,35053
Regina,NM,New Mexico,Sandoval,35043
Rehoboth,NM,New Mexico,Mckinley,35031
Reserve,NM,New Mexico,Catron,35003
Ribera,NM,New Mexico,San Miguel,35113
Rincon,NM,New Mexico,Dona Ana,35013
Rio Rancho,NM,New Mexico,Sandoval,35043
Rociada,NM,New Mexico,San Miguel,35113
Rodeo,NM,New Mexico,Hidalgo,35023
Rogers,NM,New Mexico,Roosevelt,35085
Roswell,NM,New Mexico,Chaves,35005
Rowe,NM,New Mexico,San Miguel,35113
Roy,NM,New Mexico,Harding,35021
Ruidoso,NM,New Mexico,Lincoln,35079
Ruidoso Downs,NM,New Mexico,Lincoln,35079
Sacramento,NM,New Mexico,Otero,35089
Saint Vrain,NM,New Mexico,Curry,35009
Salem,NM,New Mexico,Dona Ana,35013
San Acacia,NM,New Mexico,Socorro,35053
San Antonio,NM,New Mexico,Socorro,35053
San Cristobal,NM,New Mexico,Taos,35055
San Fidel,NM,New Mexico,Cibola,35006
San Jon,NM,New Mexico,Quay,35037
San Jose,NM,New Mexico,San Miguel,35113
San Miguel,NM,New Mexico,Dona Ana,35013
San Patricio,NM,New Mexico,Lincoln,35079
San Rafael,NM,New Mexico,Cibola,35006
San Ysidro,NM,New Mexico,Sandoval,35043
Sandia Park,NM,New Mexico,Bernalillo,35001
Sanostee,NM,New Mexico,San Juan,35111
Santa Clara,NM,New Mexico,Grant,35053
Santa Cruz,NM,New Mexico,Santa Fe,35049
Santa Fe,NM,New Mexico,Santa Fe,35049
Santa Rosa,NM,New Mexico,Guadalupe,35019
Santa Teresa,NM,New Mexico,Dona Ana,35013
Santo Domingo Pueblo,NM,New Mexico,Sandoval,35043
Sapello,NM,New Mexico,San Miguel,35113
Sedan,NM,New Mexico,Union,35139
Serafina,NM,New Mexico,San Miguel,35113
SF,NM,New Mexico,Santa Fe,35049
Sheep Springs,NM,New Mexico,San Juan,35111
Shiprock,NM,New Mexico,San Juan,35111
Silver City,NM,New Mexico,Grant,35053
Smith Lake,NM,New Mexico,Mckinley,35031
Socorro,NM,New Mexico,Socorro,35053
Solano,NM,New Mexico,Harding,35021
Springer,NM,New Mexico,Colfax,35037
Stanley,NM,New Mexico,Santa Fe,35049
Sunland Park,NM,New Mexico,Dona Ana,35013
Sunspot,NM,New Mexico,Otero,35089
Taiban,NM,New Mexico,De Baca,35011
Taos,NM,New Mexico,Taos,35055
Taos Ski Valley,NM,New Mexico,Taos,35055
Tatum,NM,New Mexico,Lea,35025
Tererro,NM,New Mexico,San Miguel,35113
Tesuque,NM,New Mexico,Santa Fe,35049
Texico,NM,New Mexico,Curry,35009
Thoreau,NM,New Mexico,Mckinley,35031
Tierra Amarilla,NM,New Mexico,Rio Arriba,35039
Tijeras,NM,New Mexico,Bernalillo,35001
Timberon,NM,New Mexico,Otero,35089
Tinnie,NM,New Mexico,Lincoln,35079
Tohatchi,NM,New Mexico,Mckinley,35031
Tome,NM,New Mexico,Valencia,35061
Torreon,NM,New Mexico,Torrance,35057
Trampas,NM,New Mexico,Taos,35055
Trementina,NM,New Mexico,San Miguel,35113
Tres Piedras,NM,New Mexico,Taos,35055
Truchas,NM,New Mexico,Rio Arriba,35039
Truth Or Consequences,NM,New Mexico,Sierra,35091
Tucumcari,NM,New Mexico,Quay,35037
Tularosa,NM,New Mexico,Otero,35089
Tyrone,NM,New Mexico,Grant,35053
UNM,NM,New Mexico,Bernalillo,35001
Ute Park,NM,New Mexico,Colfax,35037
Vadito,NM,New Mexico,Taos,35055
Vado,NM,New Mexico,Dona Ana,35013
Valdez,NM,New Mexico,Taos,35055
Vallecitos,NM,New Mexico,Rio Arriba,35039
Valmora,NM,New Mexico,Mora,35033
Vanderwagen,NM,New Mexico,Mckinley,35031
Vaughn,NM,New Mexico,Guadalupe,35019
Veguita,NM,New Mexico,Socorro,35053
Velarde,NM,New Mexico,Rio Arriba,35039
Villanueva,NM,New Mexico,San Miguel,35113
Wagon Mound,NM,New Mexico,Mora,35033
Waterflow,NM,New Mexico,San Juan,35111
Watrous,NM,New Mexico,Mora,35033
Weed,NM,New Mexico,Otero,35089
White Sands Missile Range,NM,New Mexico,Dona Ana,35013
Whites City,NM,New Mexico,Eddy,35015
Willard,NM,New Mexico,Torrance,35057
Williamsburg,NM,New Mexico,Sierra,35091
Winston,NM,New Mexico,Sierra,35091
Yatahey,NM,New Mexico,Mckinley,35031
Yeso,NM,New Mexico,De Baca,35011
Youngsville,NM,New Mexico,Rio Arriba,35039
Zuni,NM,New Mexico,Mckinley,35031
Alamo,NV,Nevada,Lincoln,32079
Amargosa Valley,NV,Nevada,Nye,32023
Austin,NV,Nevada,Lander,32015
Baker,NV,Nevada,White Pine,32033
Battle Mountain,NV,Nevada,Lander,32015
Beatty,NV,Nevada,Nye,32023
Blue Diamond,NV,Nevada,Clark,32019
Boulder City,NV,Nevada,Clark,32019
Bunkerville,NV,Nevada,Clark,32019
Cal Nev Ari,NV,Nevada,Clark,32019
Caliente,NV,Nevada,Lincoln,32079
Carlin,NV,Nevada,Elko,32007
Carson City,NV,Nevada,Carson City,32510
Carson City,NV,Nevada,Douglas,32035
Coyote Springs,NV,Nevada,Clark,32019
Crescent Valley,NV,Nevada,Eureka,32011
Crystal Bay,NV,Nevada,Washoe,32031
Dayton,NV,Nevada,Lyon,32119
Deeth,NV,Nevada,Elko,32007
Denio,NV,Nevada,Humboldt,32023
Duckwater,NV,Nevada,White Pine,32033
Dyer,NV,Nevada,Esmeralda,32009
Elko,NV,Nevada,Elko,32007
Ely,NV,Nevada,White Pine,32033
Empire,NV,Nevada,Washoe,32031
Eureka,NV,Nevada,Eureka,32011
Fallon,NV,Nevada,Churchill,32001
Fernley,NV,Nevada,Lyon,32119
Gabbs,NV,Nevada,Nye,32023
Gardnerville,NV,Nevada,Douglas,32035
Genoa,NV,Nevada,Douglas,32035
Gerlach,NV,Nevada,Washoe,32031
Glenbrook,NV,Nevada,Douglas,32035
Golconda,NV,Nevada,Humboldt,32023
Goldfield,NV,Nevada,Esmeralda,32009
Hawthorne,NV,Nevada,Mineral,32079
Henderson,NV,Nevada,Clark,32019
Hiko,NV,Nevada,Lincoln,32079
Imlay,NV,Nevada,Pershing,32027
Incline Village,NV,Nevada,Washoe,32031
Indian Springs,NV,Nevada,Clark,32019
ISAFA,NV,Nevada,Clark,32019
Jackpot,NV,Nevada,Elko,32007
Jarbidge,NV,Nevada,Elko,32007
Jean,NV,Nevada,Clark,32019
Lamoille,NV,Nevada,Elko,32007
Las Vegas,NV,Nevada,Clark,32019
Laughlin,NV,Nevada,Clark,32019
Logandale,NV,Nevada,Clark,32019
Lovelock,NV,Nevada,Pershing,32027
Lund,NV,Nevada,White Pine,32033
Luning,NV,Nevada,Mineral,32079
Manhattan,NV,Nevada,Nye,32023
Mc Dermitt,NV,Nevada,Humboldt,32023
Mc Gill,NV,Nevada,White Pine,32033
Mercury,NV,Nevada,Nye,32023
Mesquite,NV,Nevada,Clark,32019
Mina,NV,Nevada,Mineral,32079
Minden,NV,Nevada,Douglas,32035
Moapa,NV,Nevada,Clark,32019
Montello,NV,Nevada,Elko,32007
Mountain City,NV,Nevada,Elko,32007
Nellis AFB,NV,Nevada,Clark,32019
Nixon,NV,Nevada,Washoe,32031
North Las Vegas,NV,Nevada,Clark,32019
Orovada,NV,Nevada,Humboldt,32023
Overton,NV,Nevada,Clark,32019
Owyhee,NV,Nevada,Elko,32007
Pahrump,NV,Nevada,Nye,32023
Panaca,NV,Nevada,Lincoln,32079
Paradise Valley,NV,Nevada,Humboldt,32023
Pioche,NV,Nevada,Lincoln,32079
Reno,NV,Nevada,Washoe,32031
Round Mountain,NV,Nevada,Nye,32023
Ruby Valley,NV,Nevada,Elko,32007
Ruth,NV,Nevada,White Pine,32033
Schurz,NV,Nevada,Mineral,32079
Searchlight,NV,Nevada,Clark,32019
Silver City,NV,Nevada,Lyon,32119
Silver Springs,NV,Nevada,Lyon,32119
Silverpeak,NV,Nevada,Esmeralda,32009
Sloan,NV,Nevada,Clark,32019
Smith,NV,Nevada,Lyon,32119
Sparks,NV,Nevada,Washoe,32031
Spring Creek,NV,Nevada,Elko,32007
Stateline,NV,Nevada,Douglas,32035
Sun Valley,NV,Nevada,Washoe,32031
The Lakes,NV,Nevada,Clark,32019
Tonopah,NV,Nevada,Nye,32023
Tuscarora,NV,Nevada,Elko,32007
Valmy,NV,Nevada,Humboldt,32023
Verdi,NV,Nevada,Washoe,32031
Virginia City,NV,Nevada,Storey,32029
Wadsworth,NV,Nevada,Washoe,32031
Washoe Valley,NV,Nevada,Washoe,32031
Wellington,NV,Nevada,Lyon,32119
Wells,NV,Nevada,Elko,32007
West Wendover,NV,Nevada,Elko,32007
Winnemucca,NV,Nevada,Humboldt,32023
Yerington,NV,Nevada,Lyon,32119
Zephyr Cove,NV,Nevada,Douglas,32035
ABMPS,NY,New York,Nassau,36089
Accord,NY,New York,Ulster,36111
Acra,NY,New York,Greene,36063
Adams,NY,New York,Jefferson,36073
Adams Basin,NY,New York,Monroe,36099
Adams Center,NY,New York,Jefferson,36073
Addison,NY,New York,Steuben,36151
Adirondack,NY,New York,Warren,36301
Afton,NY,New York,Chenango,36017
Akron,NY,New York,Erie,36029
Albany,NY,New York,Albany,36001
Albertson,NY,New York,Nassau,36089
Albion,NY,New York,Orleans,36071
Alcove,NY,New York,Albany,36001
Alden,NY,New York,Erie,36029
Alder Creek,NY,New York,Oneida,36071
Alexander,NY,New York,Genesee,36049
Alexandria Bay,NY,New York,Jefferson,36073
Alfred,NY,New York,Allegany,36001
Alfred Station,NY,New York,Allegany,36001
Allegany,NY,New York,Cattaraugus,36009
Allentown,NY,New York,Allegany,36001
Alma,NY,New York,Allegany,36001
Almond,NY,New York,Allegany,36001
Alpine,NY,New York,Schuyler,36169
Alplaus,NY,New York,Schenectady,36093
Altamont,NY,New York,Albany,36001
Altmar,NY,New York,Oswego,36075
Alton,NY,New York,Wayne,36305
Altona,NY,New York,Clinton,36027
Amagansett,NY,New York,Suffolk,36025
Amawalk,NY,New York,Westchester,36119
Amenia,NY,New York,Dutchess,36027
Amityville,NY,New York,Suffolk,36025
Amsterdam,NY,New York,Montgomery,36101
Ancram,NY,New York,Columbia,36027
Ancramdale,NY,New York,Columbia,36027
Andes,NY,New York,Delaware,36035
Andover,NY,New York,Allegany,36001
Angelica,NY,New York,Allegany,36001
Angola,NY,New York,Erie,36029
Annandale On Hudson,NY,New York,Dutchess,36027
Antwerp,NY,New York,Jefferson,36073
Apalachin,NY,New York,Tioga,36107
Appleton,NY,New York,Niagara,36063
Apulia Station,NY,New York,Onondaga,36067
Aquebogue,NY,New York,Suffolk,36025
Arcade,NY,New York,Wyoming,36121
Arden,NY,New York,Orange,36059
Ardsley,NY,New York,Westchester,36119
Ardsley On Hudson,NY,New York,Westchester,36119
Argyle,NY,New York,Washington,36129
Arkport,NY,New York,Steuben,36151
Arkville,NY,New York,Delaware,36035
Armonk,NY,New York,Westchester,36119
Arverne,NY,New York,Queens,36081
Ashland,NY,New York,Greene,36063
Ashville,NY,New York,Chautauqua,36019
Astoria,NY,New York,Queens,36081
Athens,NY,New York,Greene,36063
Athol,NY,New York,Warren,36301
Athol Springs,NY,New York,Erie,36029
Atlanta,NY,New York,Steuben,36151
Atlantic Beach,NY,New York,Nassau,36089
Attica,NY,New York,Wyoming,36121
Au Sable Forks,NY,New York,Clinton,36027
Auburn,NY,New York,Cayuga,36011
Auriesville,NY,New York,Montgomery,36101
Aurora,NY,New York,Cayuga,36011
Austerlitz,NY,New York,Columbia,36027
Ava,NY,New York,Oneida,36071
Averill Park,NY,New York,Rensselaer,36083
Avoca,NY,New York,Steuben,36151
Avon,NY,New York,Livingston,36105
Babylon,NY,New York,Suffolk,36025
Bainbridge,NY,New York,Chenango,36017
Bakers Mills,NY,New York,Warren,36301
Baldwin,NY,New York,Nassau,36089
Baldwin Place,NY,New York,Westchester,36119
Baldwinsville,NY,New York,Onondaga,36067
Ballston Lake,NY,New York,Saratoga,36091
Ballston Spa,NY,New York,Saratoga,36091
Bangall,NY,New York,Dutchess,36027
Barker,NY,New York,Niagara,36063
Barneveld,NY,New York,Oneida,36071
Barrytown,NY,New York,Dutchess,36027
Barryville,NY,New York,Sullivan,36153
Barton,NY,New York,Tioga,36107
Basom,NY,New York,Genesee,36049
Batavia,NY,New York,Genesee,36049
Bath,NY,New York,Steuben,36151
Bay Shore,NY,New York,Suffolk,36025
Bayport,NY,New York,Suffolk,36025
Bayside,NY,New York,Queens,36081
Bayville,NY,New York,Nassau,36089
Beacon,NY,New York,Dutchess,36027
Bear Mountain,NY,New York,Rockland,36087
Bearsville,NY,New York,Ulster,36111
Beaver Dams,NY,New York,Schuyler,36169
Beaver Falls,NY,New York,Lewis,36061
Bedford,NY,New York,Westchester,36119
Bedford Hills,NY,New York,Westchester,36119
Belfast,NY,New York,Allegany,36001
Bellerose,NY,New York,Queens,36081
Bellerose Village,NY,New York,Nassau,36089
Belleville,NY,New York,Jefferson,36073
Bellmore,NY,New York,Nassau,36089
Bellona,NY,New York,Yates,36123
Bellport,NY,New York,Suffolk,36025
Bellvale,NY,New York,Orange,36059
Belmont,NY,New York,Allegany,36001
Bemus Point,NY,New York,Chautauqua,36019
Bergen,NY,New York,Genesee,36049
Berkshire,NY,New York,Tioga,36107
Berlin,NY,New York,Rensselaer,36083
Berne,NY,New York,Albany,36001
Bernhards Bay,NY,New York,Oswego,36075
Bethel,NY,New York,Sullivan,36153
Bethpage,NY,New York,Nassau,36089
Bible School Park,NY,New York,Broome,36007
Big Flats,NY,New York,Chemung,36015
Big Indian,NY,New York,Ulster,36111
Billings,NY,New York,Dutchess,36027
Binghamton,NY,New York,Broome,36007
Black Creek,NY,New York,Allegany,36001
Black River,NY,New York,Jefferson,36073
Blauvelt,NY,New York,Rockland,36087
Bliss,NY,New York,Wyoming,36121
Blodgett Mills,NY,New York,Cortland,36023
Bloomfield,NY,New York,Ontario,36069
Blooming Grove,NY,New York,Orange,36059
Bloomingburg,NY,New York,Sullivan,36153
Bloomingdale,NY,New York,Essex,36009
Bloomington,NY,New York,Ulster,36111
Bloomville,NY,New York,Delaware,36035
Blossvale,NY,New York,Oneida,36071
Blue Mountain Lake,NY,New York,Hamilton,36047
Blue Point,NY,New York,Suffolk,36025
Bohemia,NY,New York,Suffolk,36025
Boiceville,NY,New York,Ulster,36111
Bolivar,NY,New York,Allegany,36001
Bolton Landing,NY,New York,Warren,36301
Bombay,NY,New York,Franklin,36059
Boonville,NY,New York,Oneida,36071
Boston,NY,New York,Erie,36029
Bouckville,NY,New York,Madison,36089
Bovina Center,NY,New York,Delaware,36035
Bowmansville,NY,New York,Erie,36029
Bradford,NY,New York,Schuyler,36169
